,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,68.04184153253232,36.10986374971662,0.5056109725685738
BASE_USAGE,3.6300833333333338,12.318,0.0
SERVER_USAGE,25.68925,6.294000000000002,0.0
WORKFLOW_USAGE,38.72250819919898,17.497863749716615,0.5056109725685738
