,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,36.10986374971662,4.192464787503653,27.976091476091263,10.5,33.6
BASE_USAGE,12.318,0.8644127100716034,7.017476133070331,12.1,18.8
SERVER_USAGE,6.294000000000002,0.190585064122734,3.0280435990265953,18.2,19.0
WORKFLOW_USAGE,17.497863749716615,3.137467013309316,17.93057174399434,17.0,33.6
