,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,37.15918747084571,4.192464787503653,0.1148280218100952
BASE_USAGE,5.569957846314658,0.8644127100716034,0.0
SERVER_USAGE,18.02791623350359,0.190585064122734,0.0
WORKFLOW_USAGE,13.561313391027463,3.137467013309316,0.1148280218100952
