,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,258.63751511207033,27.976091476091263,22.7107456206405
BASE_USAGE,153.4388424411191,7.017476133070331,0.0
SERVER_USAGE,70.17688812831666,3.0280435990265953,0.0
WORKFLOW_USAGE,35.02178454263455,17.93057174399434,22.7107456206405
