,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,350.86937941761295,29.248677053560694,68.96803645039358
BASE_USAGE,139.6702871760038,10.589699265543885,0.0
SERVER_USAGE,143.5480024304811,1.155414346225565,0.0
WORKFLOW_USAGE,67.65108981112809,17.503563441791243,68.96803645039358
