,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,40.343826319457065,45.53523244258621,0.43084893655698814
BASE_USAGE,3.5798333333333336,12.343666666666666,0.0
SERVER_USAGE,5.2385833333333345,9.013666666666671,0.0
WORKFLOW_USAGE,31.5254096527904,24.17789910925287,0.43084893655698814
