,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,33.84712842528037,5.64329628560916,0.29714805161075675
BASE_USAGE,4.999963497088976,1.3071571783411853,0.0
SERVER_USAGE,7.519881730656112,0.1041451977876184,0.0
WORKFLOW_USAGE,21.327283197535277,4.231993909480356,0.29714805161075675
