,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE,MIN_CPU_USAGE,MIN_MEMORY_USAGE,MIN_DISK_USAGE,MAX_CPU_USAGE,MAX_MEMORY_USAGE,MAX_DISK_USAGE,SENT_BYTES,RECEIVED_BYTES
TOTAL_USAGE,40.343826319457065,45.53523244258621,0.43084893655698814,33.84712842528037,5.64329628560916,0.29714805161075675,350.86937941761295,29.248677053560694,68.96803645039358,0.0,10.4,0.0,100.0,41.4,1.0999999999999943,29.20128060411662,28.842591227963567
BASE_USAGE,3.5798333333333336,12.343666666666666,0.0,4.999963497088976,1.3071571783411853,0.0,139.6702871760038,10.589699265543885,0.0,1.5,12.0,0.0,80.0,21.3,0.0,3.840029239654541e-05,8.212681859731674e-05
SERVER_USAGE,5.2385833333333345,9.013666666666671,0.0,7.519881730656112,0.1041451977876184,0.0,143.5480024304811,1.155414346225565,0.0,2.225,21.2,0.0,64.075,21.9,0.0,0.07080558687448502,0.07094469852745533
WORKFLOW_USAGE,31.5254096527904,24.17789910925287,0.43084893655698814,21.327283197535277,4.231993909480356,0.29714805161075675,67.65108981112809,17.503563441791243,68.96803645039358,4.25,19.4,0.0,100.0,41.4,1.0999999999999943,29.130436616949737,28.771564402617514
