,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,40.343826319457065,33.84712842528037,350.86937941761295,0.0,100.0
BASE_USAGE,3.5798333333333336,4.999963497088976,139.6702871760038,1.5,80.0
SERVER_USAGE,5.2385833333333345,7.519881730656112,143.5480024304811,2.225,64.075
WORKFLOW_USAGE,31.5254096527904,21.327283197535277,67.65108981112809,4.25,100.0
