Duration (Seconds),CPU_Usage,Memory_Usage,Disk_Usage
670,84.25,23.2,0.0
671,80.85,23.1,0.0
672,93.7,24.0,0.0
673,99.0,25.0,0.0
674,100.0,25.8,0.0
675,100.0,26.6,0.0
676,100.0,27.5,0.0
677,100.0,27.1,0.0
678,100.0,27.6,0.0
679,100.0,27.4,0.0
680,100.0,28.2,0.0
681,100.0,29.1,0.0
682,100.0,30.5,0.0
683,100.0,31.7,0.0
684,100.0,32.1,0.0
685,100.0,32.1,0.0
686,100.0,32.4,0.0
687,100.0,32.9,0.0
688,100.0,33.5,0.0
689,100.0,34.1,0.0
690,100.0,34.7,0.0
691,99.75,35.1,0.0
692,100.0,35.5,0.0
693,100.0,35.6,0.0
694,99.75,35.7,0.0
695,99.75,32.1,0.0
696,100.0,32.7,0.0
697,99.5,29.8,0.0
698,100.0,31.2,0.0
699,100.0,32.6,0.0
700,100.0,33.4,0.0
701,100.0,33.8,0.0
702,100.0,34.1,0.0
703,100.0,34.7,0.0
704,100.0,35.5,0.0
705,99.5,28.3,0.0
706,100.0,29.5,0.0
707,99.75,31.0,0.0
708,100.0,31.9,0.0
709,100.0,32.1,0.0
710,100.0,32.2,0.0
711,100.0,32.5,0.0
712,100.0,32.9,0.0
713,100.0,33.4,0.0
714,100.0,33.7,0.0
715,99.75,33.8,0.0
716,100.0,34.0,0.0
717,100.0,34.3,0.0
718,100.0,34.1,0.0
719,100.0,34.4,0.0
720,100.0,34.9,0.0
721,100.0,35.2,0.0
722,100.0,35.6,0.0
723,100.0,35.9,0.0
724,100.0,36.4,0.0
725,100.0,36.6,0.0
726,100.0,36.8,0.0
727,100.0,37.2,0.0
728,100.0,37.8,0.0
729,100.0,38.1,0.0
730,100.0,37.2,0.0
731,100.0,31.0,0.0
732,100.0,31.9,0.0
733,99.75,33.4,0.0
734,100.0,34.3,0.0
735,100.0,34.8,0.0
736,100.0,35.3,0.0
737,100.0,35.9,0.0
738,100.0,36.6,0.0
739,100.0,37.3,0.0
740,100.0,37.3,0.0
741,100.0,29.6,0.0
742,100.0,31.0,0.0
743,100.0,29.2,0.0
744,100.0,27.6,0.0
745,100.0,28.8,0.0
746,100.0,30.1,0.0
747,99.75,30.9,0.0
748,100.0,31.8,0.0
749,100.0,32.7,0.0
750,100.0,33.4,0.0
751,100.0,33.6,0.0
752,100.0,33.9,0.0
753,100.0,28.9,0.0
754,100.0,30.4,0.0
755,100.0,31.5,0.0
756,100.0,32.2,0.0
757,100.0,32.1,0.0
758,100.0,32.3,0.0
759,100.0,32.7,0.0
760,100.0,33.1,0.0
761,100.0,33.7,0.0
762,100.0,33.9,0.0
763,100.0,34.0,0.0
764,100.0,34.2,0.0
765,99.75,34.4,0.0
766,100.0,34.5,0.0
767,100.0,34.8,0.0
768,100.0,35.0,0.0
769,100.0,35.5,0.0
770,100.0,35.9,0.0
771,100.0,36.2,0.0
772,99.75,36.5,0.0
773,100.0,36.8,0.0
774,100.0,37.2,0.0
775,100.0,37.4,0.0
776,100.0,33.3,0.0
777,100.0,34.4,0.0
778,100.0,35.5,0.0
779,100.0,36.3,0.0
780,100.0,32.7,0.0
781,100.0,33.7,0.0
782,100.0,34.3,0.0
783,100.0,35.2,0.0
784,100.0,35.9,0.0
785,100.0,36.2,0.0
786,100.0,32.1,0.0
787,100.0,33.1,0.0
788,100.0,29.8,0.0
789,100.0,30.9,0.0
790,100.0,31.8,0.0
791,100.0,29.6,0.0
792,100.0,30.2,0.0
793,99.75,30.8,0.0
794,100.0,31.9,0.0
795,99.75,30.1,0.0
796,100.0,30.9,0.0
797,100.0,31.9,0.0
798,100.0,32.5,0.0
799,100.0,33.0,0.0
800,100.0,33.1,0.0
801,100.0,31.2,0.0
802,100.0,32.0,0.0
803,100.0,29.9,0.0
804,100.0,30.9,0.0
805,100.0,31.8,0.0
806,100.0,32.3,0.0
807,100.0,32.5,0.0
808,99.75,32.8,0.0
809,100.0,33.2,0.0
810,100.0,34.0,0.0
811,100.0,34.3,0.0
812,99.75,34.6,0.0
813,100.0,34.9,0.0
814,100.0,35.3,0.0
815,99.5,35.4,0.0
816,100.0,31.9,0.0
817,100.0,32.8,0.0
818,100.0,33.7,0.0
819,100.0,30.9,0.0
820,100.0,31.8,0.0
821,100.0,32.8,0.0
822,100.0,33.6,0.0
823,100.0,34.0,0.0
824,100.0,30.7,0.0
825,100.0,31.7,0.0
826,100.0,32.7,0.0
827,100.0,29.7,0.0
828,99.75,30.7,0.0
829,100.0,31.3,0.0
830,100.0,32.1,0.0
831,100.0,32.5,0.0
832,100.0,32.8,0.0
833,100.0,33.3,0.0
834,99.75,33.9,0.0
835,100.0,31.5,0.0
836,100.0,32.6,0.0
837,100.0,33.0,0.0
838,100.0,30.6,0.0
839,100.0,31.4,0.0
840,100.0,32.2,0.0
841,100.0,32.8,0.0
842,100.0,33.2,0.0
843,99.75,30.8,0.0
844,100.0,31.7,0.0
845,100.0,32.5,0.0
846,100.0,30.4,0.0
847,100.0,31.4,0.0
848,99.75,32.0,0.0
849,100.0,32.4,0.0
850,100.0,32.6,0.0
851,100.0,32.9,0.0
852,100.0,33.6,0.0
853,100.0,33.9,0.0
854,100.0,34.1,0.0
855,99.75,34.5,0.0
856,100.0,31.5,0.0
857,100.0,32.1,0.0
858,100.0,32.9,0.0
859,100.0,33.6,0.0
860,99.5,30.6,0.0
861,100.0,31.5,0.0
862,99.75,32.4,0.0
863,100.0,33.2,0.0
864,100.0,30.3,0.0
865,100.0,31.4,0.0
866,99.75,32.5,0.0
867,99.75,33.1,0.0
868,100.0,30.3,0.0
869,100.0,31.2,0.0
870,100.0,32.1,0.0
871,100.0,30.1,0.0
872,100.0,30.7,0.0
873,99.75,31.6,0.0
874,100.0,32.5,0.0
875,100.0,30.1,0.0
876,100.0,30.8,0.0
877,100.0,31.7,0.0
878,100.0,32.8,0.0
879,100.0,30.2,0.0
880,100.0,30.9,0.0
881,100.0,31.8,0.0
882,100.0,32.4,0.0
883,100.0,30.3,0.0
884,100.0,31.0,0.0
885,100.0,31.7,0.0
886,100.0,32.3,0.0
887,99.75,32.6,0.0
888,100.0,32.9,0.0
889,100.0,33.0,0.0
890,100.0,33.5,0.0
891,100.0,34.0,0.0
892,100.0,34.2,0.0
893,100.0,34.5,0.0
894,99.75,34.7,0.0
895,100.0,34.8,0.0
896,100.0,34.7,0.0
897,100.0,32.1,0.0
898,100.0,33.0,0.0
899,100.0,33.9,0.0
900,100.0,34.4,0.0
901,99.75,31.2,0.0
902,100.0,32.1,0.0
903,99.75,33.3,0.0
904,100.0,31.3,0.0
905,100.0,31.4,0.0
906,100.0,32.5,0.0
907,100.0,33.0,0.0
908,100.0,29.9,0.0
909,100.0,27.8,0.0
910,100.0,29.4,0.0
911,99.75,30.6,0.0
912,100.0,31.8,0.0
913,100.0,32.0,0.0
914,100.0,29.9,0.0
915,100.0,30.7,0.0
916,100.0,31.5,0.0
917,99.75,32.4,0.0
918,100.0,30.3,0.0
919,100.0,31.6,0.0
920,100.0,32.4,0.0
921,100.0,32.8,0.0
922,100.0,30.0,0.09999999999999432
923,100.0,31.3,0.09999999999999432
924,100.0,32.4,0.0
925,100.0,30.1,0.09999999999999432
926,100.0,30.8,0.09999999999999432
927,100.0,31.8,0.09999999999999432
928,100.0,32.6,0.09999999999999432
929,100.0,30.1,0.09999999999999432
930,100.0,30.8,0.09999999999999432
931,100.0,31.9,0.09999999999999432
932,100.0,32.9,0.09999999999999432
933,100.0,30.1,0.09999999999999432
934,100.0,31.0,0.09999999999999432
935,100.0,31.8,0.09999999999999432
936,100.0,32.6,0.09999999999999432
937,100.0,27.2,0.09999999999999432
938,99.5,28.3,0.09999999999999432
939,99.75,29.3,0.09999999999999432
940,100.0,30.0,0.09999999999999432
941,100.0,27.1,0.09999999999999432
942,100.0,27.8,0.09999999999999432
943,99.75,27.8,0.09999999999999432
944,100.0,28.2,0.09999999999999432
945,100.0,28.0,0.09999999999999432
946,100.0,25.5,0.09999999999999432
947,94.0,26.0,0.09999999999999432
948,92.7,26.0,0.09999999999999432
949,97.75,23.3,0.09999999999999432
950,98.75,23.7,0.09999999999999432
951,98.75,23.7,0.09999999999999432
952,98.475,24.1,0.09999999999999432
953,97.775,24.1,0.09999999999999432
954,99.5,24.4,0.09999999999999432
955,94.975,24.9,0.09999999999999432
956,76.95,25.2,0.09999999999999432
957,59.725,25.2,0.09999999999999432
958,41.625,25.3,0.09999999999999432
959,62.325,25.4,0.09999999999999432
960,99.0,26.0,0.09999999999999432
961,100.0,26.6,0.09999999999999432
962,76.075,26.9,0.09999999999999432
963,39.375,27.0,0.09999999999999432
