,AVERAGE_DISK_USAGE,STD_DISK_USAGE,CV_DISK_USAGE,MIN_DISK_USAGE,MAX_DISK_USAGE
TOTAL_USAGE,0.43084893655698814,0.29714805161075675,68.96803645039358,0.0,1.0999999999999943
BASE_USAGE,0.0,0.0,0.0,0.0,0.0
SERVER_USAGE,0.0,0.0,0.0,0.0,0.0
WORKFLOW_USAGE,0.43084893655698814,0.29714805161075675,68.96803645039358,0.0,1.0999999999999943
