,AVERAGE_CPU_USAGE,AVERAGE_MEMORY_USAGE,AVERAGE_DISK_USAGE
TOTAL_USAGE,51.27880434782608,24.989957521239376,0.4048725637181323
BASE_USAGE,11.877916666666666,13.455,0.0
SERVER_USAGE,15.962499999999997,5.7716666666666665,0.04999999999999716
WORKFLOW_USAGE,23.43838768115942,5.763290854572711,0.35487256371813514
