,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,54.27786014273697,3.5509958129898562,0.29134699514566287
BASE_USAGE,17.99003722646849,2.800263380469773,0.0
SERVER_USAGE,18.378154543090616,0.08339997335464505,0.049999999999997165
WORKFLOW_USAGE,17.90966837317787,0.6673324591654383,0.24134699514566568
