,AVERAGE_DISK_USAGE,STD_DISK_USAGE,CV_DISK_USAGE,MIN_DISK_USAGE,MAX_DISK_USAGE
TOTAL_USAGE,0.4048725637181323,0.29134699514566287,168.00948278925293,0.0,1.0999999999999943
BASE_USAGE,0.0,0.0,0.0,0.0,0.0
SERVER_USAGE,0.04999999999999716,0.049999999999997165,100.00000000000003,0.0,0.09999999999999432
WORKFLOW_USAGE,0.35487256371813514,0.24134699514566568,68.0094827892529,0.09999999999999432,1.0999999999999943
