,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,29.855000000000004,2.419232512720058,22.96067494085179,10.5,24.1
BASE_USAGE,11.07666666666666,1.1390590658765483,10.283410164398575,10.8,16.5
SERVER_USAGE,8.553333333333338,0.08225975119502009,0.9617274106978182,19.5,19.8
WORKFLOW_USAGE,10.225000000000005,1.1979136956484897,11.715537365755395,19.2,24.1
