,AVERAGE_CPU_USAGE,STD_CPU_USAGE,CV_CPU_USAGE,MIN_CPU_USAGE,MAX_CPU_USAGE
TOTAL_USAGE,51.27880434782608,54.27786014273697,343.0028507553359,0.0,73.14999999999999
BASE_USAGE,11.877916666666666,17.99003722646849,151.45785015443357,0.75,69.625
SERVER_USAGE,15.962499999999997,18.378154543090616,115.13330958866482,8.85,64.725
WORKFLOW_USAGE,23.43838768115942,17.90966837317787,76.41169101223748,7.4,61.35
