,AVERAGE_MEMORY_USAGE,STD_MEMORY_USAGE,CV_MEMORY_USAGE,MIN_MEMORY_USAGE,MAX_MEMORY_USAGE
TOTAL_USAGE,24.989957521239376,3.5509958129898562,33.83607223358911,10.7,20.7
BASE_USAGE,13.455,2.800263380469773,20.81206525804365,11.5,19.4
SERVER_USAGE,5.7716666666666665,0.08339997335464505,1.444989431498326,19.1,19.4
WORKFLOW_USAGE,5.763290854572711,0.6673324591654383,11.579017544047135,17.6,20.7
