,STD_CPU_USAGE,STD_MEMORY_USAGE,STD_DISK_USAGE
TOTAL_USAGE,32.191749408731894,2.419232512720058,0.0
BASE_USAGE,17.158106360810592,1.1390590658765483,0.0
SERVER_USAGE,3.5954706026008147,0.08225975119502009,0.0
WORKFLOW_USAGE,11.43817244532049,1.1979136956484897,0.0
