,CV_CPU_USAGE,CV_MEMORY_USAGE,CV_DISK_USAGE
TOTAL_USAGE,343.0028507553359,33.83607223358911,168.00948278925293
BASE_USAGE,151.45785015443357,20.81206525804365,0.0
SERVER_USAGE,115.13330958866482,1.444989431498326,100.00000000000003
WORKFLOW_USAGE,76.41169101223748,11.579017544047135,68.0094827892529
